domain_id	substrates	type	source	split
BGC0000425-sesB4(gln)|AFH75321.1.A4	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
chitinopeptin-NRPS2-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0002581-bsmD-3(gly)|QKF54438.1.A3	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APU91750.1.A1|BGC0001806-TolA1(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AKC91849.1.A1|BGC0001414-griA1(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000291-lptB1(Ala)|AAZ23076.1.A1	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
aquimarin-aqmG2-3(ile/val)|WP_234859472.1.A3	['valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
wollamide-wolG1-2(gly)	['glycine']	bacterial	['nrpstransformer_s1']	train
BAB57094.1.A1|P68876.A1	['alanine']	bacterial	['parasect']	train
ATP76243.1.A1|BGC0001705-ndaA1(thr/olefin-thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q83M10.A1	['2,3-dihydroxybenzoic acid']	bacterial	['parasect']	train
BGC0000413-pvdD2(hforn)|AAY93354.1.A2	['n5-formyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_084702182.1.A4|BGC0001211-AMYAL_RS0130210-M4(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002117-ptcE2(ser)|NAO96319.1.A2	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001018-mcnE(Ile)|BAH22765.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000447-taaE1(thr)|CCJ67640.1.A1	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001631-makasC1(arg)|BAW32334.1.A1	['arginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
diperamycin-dpnS2-2(ser)NOH-serOMT	['n-hydroxyserine']	bacterial	['nrpstransformer_s1']	train
WP_129549303.1.A8	['2,4-diaminobutyric acid']	bacterial	['parasect']	train
ORC16617.1.A2|BGC0001341-vlm2-M2(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001479-aptC2(gly)|ACC81023.1.A2	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
dilarmycin-dilJ4(asp/cya:cysteate)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
BAO84864.1.A1	['glycolic acid']	bacterial	['add_db']	train
BGC0002314-crbN3(trp)|AZM57022.1.A3	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001524-brnE(arg)	['arginine']	bacterial	['nrpstransformer_s1']	train
BGC0002484A-lxaC-6(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
bingchamide-bngB2(phe)MT	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
BGC0000319-pcbAB1(aad)|EDY47118.1.A1	['2-aminoadipic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ADI58643.1.A1	['3-amino-4-hydroxybenzoic acid']	bacterial	['parasect']	train
NSC20090.1.A1	['l-threonine']	bacterial	['parasect']	train
Q884E4_PSESM(thr)|AAO55666.1.A1|Q884E4.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001740-ptxB(gly)|BBA21068.1.A1	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
chersinamycin-chersC-7(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
Q5DIP4_PSEAE3(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
BGC0001103-mycB3(gln)	['glutamine']	bacterial	['nrpstransformer_s1']	train
ramoplanin-ram14-4(hpg)	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
BGC0000369-hasO3(gly)|AHZ20774.1.A3	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AYA22334.1.A3	['beta-hydroxytyrosine']	bacterial	['parasect', 'add_db']	train
QNL34618.1.A2|BGC0002092-steC-2(gln)	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
alterobactin-WP_063365572-1(Ser)	['serine']	bacterial	['nrpstransformer_s1']	train
variochelin-varJ-2(hAcOrn)	['hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
AAO23334.1.A2|BGC0000397-ncpB2(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
luminopeptin-NRPS-2(glu)	['glutamic acid']	bacterial	['nrpstransformer_s1']	train
BGC0002572A-lxaC8(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
BGC0001207-Txo2-M3(ala)|AJF34464.1.A3	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001102-burA(DMSP)|ABC36203.1.A1	['dimethylsulfoniopropionate', 'propionic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAG06715.1.A2|NP_252017.1.A2|BGC0002037-azeB-2(AZC:azetidine2carboxylicacid/pro)	['azetidine-2-carboxylic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001758-RzmA4(ala)|WP_013428324.1.A4	['alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_011147463.1.A4|BGC0001128-plu3263-4(leu)|CAE15637.1.A4|AXG48275.1.A4	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ACD08225.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
CAC01604.1.A1|anabaenopeptilide-apdB-1(hty:homotyr)	['l-homotyrosine', 'l-threonine']	bacterial	['add_db', 'nrpstransformer_s1']	train
QDA77059.1.A2|BGC0002026-thxC2-2(thr)	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
seongsanamide-NRPS1-4(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000354-pstC4(asp)|CAM56770.1.A4	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
alboflavusin-afnF-1(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
caribactin-crbI3(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
bulbiferamideA-bulbA2(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0002092-steC-1(leu)|QNL34618.1.A1	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AGN74880.1.A1|BGC0000459-sgvD1(3-HPA):3-hydroxypicolinic-acid	['3-hydroxypicolinic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BAE98156.1.A1|BGC0000339-ecm7-M1(cys)	['cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002623-micE(Hty)	['l-homotyrosine']	bacterial	['nrpstransformer_s1']	train
Q9RFM9.A1|AAD55799.1.A1|Q9RFM9_PSEAE(DHBA/salicylate)	['salicylic acid', '2,3-dihydroxybenzoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
chersinamycin-chersC-2(hpg)	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
BGC0001629-jesA-3(ile)|QMS47799.1.A3	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1', 'add_db']	train
BGC0002147-bhmJ-2(5mePro)|OKJ61999.1.A2	['4-methylproline', '5-methylpyrrolidine-2-carboxylic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002503-chmD1(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000300-AmcE(horn):N-OH-Orn|EFL06866.1.A1	['n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000367mod-lgrD1(trp)|CAD92852.1.A1	['tryptophan']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
syrilipamide-nrps-4	['valine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
nostopyrrolidonamide-npdA-2(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
Q54959.A2|pristinamycin-IA-snbC-2(aba:aminobutyric-acid)|CAA67248.1.A2	['isovaline', 'α-aminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002572A-lxaC3(pro/OHpro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0000379-lpmA(dap:diaminopropionic)|AEG64689.1.A1	['aspartic acid', '3-aminoalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001090-bmyB2(asn)|ABS74180.1.A2|CAE11249.1.A2	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002340-pyfE(cys)	['cysteine']	bacterial	['nrpstransformer_s1']	train
AAD50521.1.A1	['l-threonine']	bacterial	['parasect']	train
ATY37608.1.A5|BGC0001536-BreC5(orn)	['ornithine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001695-natB1(thr)|AWX24482.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAK81826.1.A2|BGC0000326-comC2(Hpg)|Q93N87.A2	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
pristinamycin-II-snaE1-1(gly)	['glycine']	bacterial	['nrpstransformer_s1']	train
BGC0001153-pmxA1(phe/leu)|AEZ51516.1.A1	['leucine', 'l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001796-BrL25_22185-3(leu)|ATO51563.1.A3	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
C0LTL8.A1|BGC0000428-sibD(APDpro//4-propenyl-2,3-dihydropyrrole-2-carboxylic-acid)|ACN39727.1.A1	['tyrosine', 'dehydroproline acrylamide*', 'trp-tyr', 'tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
QTT72101.1.A1|WP_078587912.1.A1	['asparagine']	bacterial	['parasect', 'add_db']	train
BAV56270.1.A7|BGC0001657-lesA7(arg)	['arginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001297-cal23(asn)|ALG65313.1.A1	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001225-CcbC(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
padanamide-padA1(leu/3OHleu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0000398-ofaB3(leu)|AFH75329.1.A3	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAA43838.1.A1	['proline']	bacterial	['parasect', 'add_db']	train
BGC0002572B-lxaI4(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
WP_044618979.1.A1|BGC0001791-ssaA1(phe)	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002433-pvdL2(glu)	['glutamic acid']	bacterial	['nrpstransformer_s1']	train
CUX79061.1.A3|BGC0001715-octB3(24Dab)	['2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001957-amc7(nucleocide)|QCX41944.1.A1	['2-oxoglutaric acid', 'nucleocide[unverified]']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001593-(AAHP)aminoaziridinhydroxypentanoate	['2,6-diamino-5,7-dihydroxyheptanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000329-crmA3(asp)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000452-tycC4(val)|BAH43766.1.A4	['valine', 'glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
lenziamide-lenH-N4(trp)MT	['tryptophan']	bacterial	['nrpstransformer_s1']	train
BGC0001028-nosC1(leu)|Q9RAH2.A1|AAF17280.1.A1	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000330-cucG(asp)|CAJ96471.1.A1	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002484B-lxaIJ-4(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
szentiamide-03460-4(val)	['valine']	bacterial	['nrpstransformer_s1']	train
BGC0001813-TybD1(tyr)|WP_003981346.1.A1	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QCX41962.1.A1	['4-oxobutanoic acid']	bacterial	['parasect']	train
pekiskomycin-pek18-2(tyr)	['tyrosine']	bacterial	['nrpstransformer_s1']	train
haereogladin-hgdA-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BE-18257A-PenN1-4(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
BGC0002713-mevalagmapC(val)|WP_011145264.1.A1|AXG46165.1.A1	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
DMA15_34345.A1|BGC0002314-crbQ1(dpg)	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1']	train
AGM14933.1.A5|BGC0000463-xtlB5(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002416-var3-2(hfOrn)	['hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
BGC0001950-puwF-G5(ala/ser)|AXN93581.1.A5	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001806-TolB3(leu)|APU91751.1.A3	['leucine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
respirantin-ksnB4(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
QBC75023.1.A1|BGC0001968-cdeK1(glu)	['glutamic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CBJ90287.1.A1|BGC0000416-RdpA(leu)|WP_013184317.1.A1	['leucine', 'valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001085-tleA1(Val)	['valine']	bacterial	['nrpstransformer_s1']	train
AHZ34233.1.A1|BGC0000323-cifB1(Leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_041754829.1.A4|BGC0001844-holA4(Ile/leu)|WP_013428774.1.A4	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_012408786.1.A2	['tyrosine', 'proline']	bacterial	['parasect', 'add_db']	train
BGC0000364-mps2-M1(ala)|CAJ77716.1.A1	['alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ABV20661.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
tripropeptin-trpA-1(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0002688-benarthinB2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
olikomycin-olk16-3	['l-phenylalanine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
BGC0000413-pvdI2(hforn)|AAY93356.2.A2	['n5-formyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ACJ78225.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
WP_039806856.1.A2|WP_039806856.1.A1|BGC0002001-CroD2(ser)	['serine', '2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
NHN68324.1.A2	['alanine']	bacterial	['parasect', 'add_db']	train
luzopeptin-luz1-2(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
CEK23364.1.A1|WP_013184461.1.A1|BGC0001716-odl4-1(lys):b-hydroxy-lysine	['l-lysine', 'n(6)-hydroxy-l-lysine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001088-albIX1(pAHBA):3-hydroxy-pABA|BGC0001088-albIX2(pAHBA)	['pahba']	bacterial	['nrpstransformer_s1']	train
BBA21073.1.A2	['tyrosine']	bacterial	['add_db']	train
BAX64244.1.A2	['leucine']	bacterial	['parasect', 'add_db']	train
bingchamide-bngA2(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
AFH75322.1.A6|BGC0000425-sesC6(Lys)	['l-lysine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
looekeyolide-lklH-1(ketoMet)	['4-(methylthio)-2-oxobutyric acid']	bacterial	['nrpstransformer_s1']	train
BGC0001008-mdpC1(beta-tyr)	['3-amino-3-(4-hydroxyphenyl)propanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0002597-nocQ(pyruvate)	['pyruvic acid']	bacterial	['nrpstransformer_s1']	train
BGC0002351-thfB-4(pro)|QKM21620.1.A4	['proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Q9FB23_9ACTObleo(FA)	['fatty acid']	bacterial	['nrpstransformer_s1']	train
AAY37647.1.A6|BGC0000437/438-Psyr_2608-M6(phe)	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_126900393.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect']	train
RXP-cabB(val)	['valine']	bacterial	['nrpstransformer_s1']	train
AHF21228.1.A9|BGC0000449-triD9(phe)	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Ga0173608_111989.A6|kahalalideO-NRPS13-6(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
nostopyrrolidonamide-npdB-2(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
BGC0000403-plpF1(ser)|AFJ14795.1.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
burrioglumin-bgmA-5(val/leu)	['valine']	bacterial	['nrpstransformer_s1']	train
marinobactin-ENO16762-3(Ser)	['serine']	bacterial	['nrpstransformer_s1']	train
sadopeptin-sadoA2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000388-mppA1(ser)|AAU34202.1.A1|Q643C7.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AEA30272.1.A4|BGC0000429-sky29-4(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001406-tlo20-M3(thr)|ALV86866.1.A3	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q8KLL4.A1|BGC0000290-staB(DPG)|AAM80538.1.A1	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
NAO96318.1.A1|BGC0002117-ptcD1(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
streptnatamide-stp21-1(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
WP_067426775.1.A1|BGC0001567-OrfC1(thr)|ANS62967.1.A1	['valine', 'l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002581-bsmA-2(tyr)|QKF54435.2.A2	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ACO33615.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
AKP45400.1.A1	['4-aminobenzoic acid']	bacterial	['parasect', 'add_db']	train
AAN07013.1.A3	['proline']	bacterial	['parasect']	train
crocapeptin-cpnD-3(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0001748-spuA(ketoTyr)	['2-hydroxy-3-(4-hydroxyphenyl)propanoic acid']	bacterial	['nrpstransformer_s1']	train
AHZ34232.1.A3|BGC0000323-cifA3-(Gln)	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ACR33075.1.A1	['proline']	bacterial	['parasect']	train
BGC0000330-cucH(hacylorn)|CAJ96470.1.A1	['n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CBG75492.1.A1|BGC0000423-SCAB_85471-M1(hfOrn):L-N5-formyl-N5-hydroxyornithine	['n5-formyl-n5-hydroxy-l-ornithine', 'ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001728-phnE4(tyr/phe)|WP_043882190.1.A4	['tyrosine', 'l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ALV86868.1.A2|BGC0001406-tlo22-M2(pro//OHpro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002706_MYXXAsafra(FA)|Q50857.A1|AAC44128.1.A1	['fatty acid', 'alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002686-mad30-3(horn)	['n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
nyuzenamideC-dmlA-2(hpg)	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
BGC0002433-pvdL4(24dab)	['2,4-diaminobutyric acid']	bacterial	['nrpstransformer_s1']	train
BGC0001459-ATP06_0208105-1(leu)|OKA09423.1.A1	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AWI62628.1.A1|BGC0001822-vioC1(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001028-nosA2(ser)|AAF15891.2.A2|Q9RAH4.A2	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideY-NRPS12-3(ala)|Ga0173608_111792.A3	['alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
WP_043882190.1.A1|BGC0001728-phnE1(trp)	['tryptophan']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AGC65514.1.A1|BGC0001876-ttcB1(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001332-B073_RS0123900-M1(ala)|WP_018540607.1.A1	['alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AEA25201.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
BGC0000339-ecm6-M2(ala)|BAE98155.1.A2	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q9I157_PSEAE3pvdL(24dab)|AAG05812.1.A4|Q9I157.A4	['2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000447-taaB2(val)|CCJ67637.1.A2	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
sadopeptin-sadoA4(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0001509-aniC2(ser)|WP_064118559.1.A2	['serine', 'alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000341-endC2(hpg)|ABD65958.1.A2	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002565-nrpsB1(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
photoditritide-pdtS-2(har:homoarginine)	['homoarginine']	bacterial	['nrpstransformer_s1']	train
taeanamide-taemA3(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
CAK15815.1.A4|BGC0000344-PSEEN3045-etlB4(gln)	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001346-banA1(leu)|AOA33121.1.A1	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002135-NRPS3(orn/ureidoorn)	['ornithine']	bacterial	['nrpstransformer_s1']	train
BGC0001582-ecu6(val)|AIW58892.1.A6	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
cirratiomycin-CirA2(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
WP_004942674.1.A1|QTT72100.1.A1	['alanine']	bacterial	['parasect', 'add_db']	train
gerumycin-A-29010-4(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
pseudobulbiferamide-mbpA2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0001614-hasO3(gly)|CZT62784.1.A3	['l-threonine', 'glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
nyuzenamideC-dmlA-1(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
Q9RNB1.A2|AAF00960.1.A2|BGC0001017-mcyA2(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CBJ11325.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
minutissamide-puwG2(gly/ala)	['glycine']	bacterial	['nrpstransformer_s1']	train
BGC0001153-pmxE5(24Dab)|AEZ51520.1.A5	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_064118616.1.A1|BGC0002075-pyreudione(pro)	['pipecolic acid', '4-hydroxyproline', 'azetidine-2-carboxylic acid', '4-oxoproline', 'proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AEZ51516.1.A2|BGC0001153-pmxA2(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
coralinone-corA2(val)	['valine']	bacterial	['nrpstransformer_s1']	train
aquimarin-aqmG2-2(trp)|WP_234859472.1.A2	['tryptophan']	bacterial	['parasect', 'nrpstransformer_s1']	train
CAC48360.1.A3|Q939Z1.A3|BGC0000311-bpsA3(Asn)	['asparagine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000415-qui7-M2(ala)|AET98906.1.A2	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BAH31686-3(horn)	['n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
BGC0000341-endC7(ala)|ABD65958.1.A7	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000367mod-lgrA1(val)|CAD92849.1.A1	['valine', 'glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
paenibacterin-B-paeC-3(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
QNL34616.1.A1|BGC0002092-steA-1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
MCC5036785.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db']	train
ramoplanin-ram14-7(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
attinimicin-attE-2(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
palmyramide-NRPS4(val)-extraction	['valine']	bacterial	['nrpstransformer_s1']	train
kahalalideB-NRPS11-1(tyr)|Ga0173608_111498.A1	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1']	train
AAC45930.1.A6|O30409.1.A6	['leucine']	bacterial	['parasect', 'add_db']	train
AWI62628.1.A3|BGC0001822-vioC3(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
turnercyclamycin-turA3(val)	['valine']	bacterial	['nrpstransformer_s1']	train
wollamide-wolI(trp)	['tryptophan']	bacterial	['nrpstransformer_s1']	train
BGC0002078-omn7-5(trp)|QEO74982.1.A5	['valine', '6-chloro-l-tryptophan', 'tryptophan']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001389-CipF2(thr)|AHZ34243.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
